player,id,draft year,projected spm,superstar,starter,role player,bust,position_pf,position_pg,position_sf,position_sg
dwight hardy,dwight-hardy,2011,0.153331581,0,0.034115232,0.730941216,0.592719164,0,0,0,1
matt howard,matt-howard,2011,0.149812475,0.001853457,0.044961691,0.668377712,0.625595305,1,0,0,0
e`twaun moore,e-twaun-moore,2011,0.149339017,0.005037788,0.078099758,0.586839388,0.649614796,0,0,0,1
damian saunders,damian-saunders,2011,0.148382921,0.002481271,0.07278321,0.564016431,0.671578155,0,0,1,0
michael dunigan,michael-dunigan,2011,0.145354817,0.007340989,0.060771814,0.609882864,0.649751602,0,0,0,0
justin hurtt,justin-hurtt,2011,0.143212421,0,0.017390043,0.733277217,0.607462428,0,0,0,1
delroy james,delroy-james,2011,0.137293345,0,0.020489086,0.682636663,0.640049182,0,0,1,0
jajuan johnson,jajuan-johnson,2011,0.135691436,0.003692819,0.101454027,0.460116406,0.71624468,1,0,0,0
jamie skeen,jamie-skeen,2011,0.132129443,0,0.058771093,0.587095739,0.669750516,1,0,0,0
mike davis,24-mike-davis,2011,0.128337294,0,0.035554509,0.610523154,0.676016994,1,0,0,0
charles jenkins,charles-jenkins,2011,0.127262252,0,0.038824551,0.600722161,0.679707667,0,1,0,0
matthew bryan-amaning,matthew-bryan-amaning,2011,0.123151059,0.005838776,0.053748616,0.51070262,0.726811964,1,0,0,0
diante garrett,diante-garrett,2011,0.113833226,0,0.033450644,0.547305189,0.722548873,0,1,0,0
xavier silas,xavier-silas,2011,0.111462216,0,0.021799932,0.620252057,0.68264927,0,0,0,1
keith benson,keith-benson,2011,0.088234362,0.0006893,0.041390489,0.453419582,0.780624886,0,0,0,0
chris wright,23-chris-wright,2011,0.07128056,0,0.021409139,0.402565867,0.83616328,0,0,1,0
gordon hayward,gordon-hayward,2010,0.696418826,0.517249936,0.657206976,0.211655715,0.205971283,0,0,1,0
greg monroe,greg-monroe,2010,0.651662467,0.505341411,0.561236015,0.244887613,0.279881177,1,0,0,0
demarcus cousins,demarcus-cousins,2010,0.620219126,0.578541488,0.496292955,0.302206485,0.283154479,0,0,0,0
derrick favors,derrick-favors,2010,0.6130686,0.334602856,0.607605833,0.328922433,0.222064817,1,0,0,0
paul george,paul-george,2010,0.595897161,0.4570939,0.536954372,0.242688161,0.318423004,0,0,1,0
evan turner,evan-turner,2010,0.581087952,0.447948152,0.517866885,0.305594812,0.29537543,0,0,0,1
ed davis,2-ed-davis,2010,0.561756022,0.176848923,0.568328174,0.532303636,0.160653858,1,0,0,0
xavier henry,xavier-henry,2010,0.557234511,0.330809619,0.532047308,0.471948106,0.196520246,0,0,0,1
al-farouq aminu,al-farouq-aminu,2010,0.549610567,0.202505208,0.559880998,0.445549166,0.222935571,0,0,1,0
tiny gallon,tiny-gallon,2010,0.543775066,0.127591713,0.476649027,0.683574997,0.157545909,1,0,0,0
john wall,john-wall,2010,0.526484042,0.393893055,0.497231504,0.050205074,0.510040733,0,1,0,0
wesley johnson,wesley-johnson,2010,0.502243627,0.193782015,0.521889005,0.351108838,0.32897963,0,0,1,0
avery bradley,avery-bradley,2010,0.43275561,0.215708471,0.440637423,0.439514961,0.34039579,0,0,0,1
daniel orton,daniel-orton,2010,0.401870147,0.048861456,0.35878709,0.761427832,0.239803119,0,0,0,0
cole aldrich,cole-aldrich,2010,0.378888717,0.083747905,0.346587929,0.673804947,0.303845561,0,0,0,0
devin ebanks,devin-ebanks,2010,0.36977423,0.044544416,0.329373193,0.718242118,0.300181873,0,0,1,0
brian zoubek,brian-zoubek,2010,0.349212627,0.001694752,0.324687672,0.727199338,0.310198916,0,0,0,0
lance stephenson,lance-stephenson,2010,0.341580876,0.130906707,0.287126221,0.577600267,0.416871618,0,0,0,1
patrick patterson,patrick-patterson,2010,0.328847707,0.014649887,0.281564849,0.727750033,0.348515523,1,0,0,0
eric bledsoe,eric-bledsoe,2010,0.303377375,0.012132133,0.329969736,0.504207732,0.459030465,0,1,0,0
ekpe udoh,ekpe-udoh,2010,0.286679601,0.016494535,0.223209864,0.724094906,0.40775522,1,0,0,0
jon scheyer,jon-scheyer,2010,0.286564508,0.005283371,0.228484054,0.721291441,0.407628257,0,0,0,1
charles garcia,charles-garcia,2010,0.272320341,0.010036791,0.107080158,0.911675137,0.391347684,1,0,0,0
hassan whiteside,tyler-whiteside,2010,0.267967351,0.012443713,0.230601622,0.620462729,0.474521741,0,0,0,0
james anderson,23-james-anderson,2010,0.258467822,0.020191986,0.15343583,0.817196224,0.409612428,0,0,0,1
manny harris,manny-harris,2010,0.241020676,0.031441077,0.173265023,0.646553993,0.507144145,0,0,0,1
elliot williams,elliot-williams,2010,0.228064942,0.0337423,0.170799569,0.623622056,0.525061315,0,0,0,1
luke babbitt,luke-babbitt,2010,0.225675151,0.023248005,0.186014761,0.611028945,0.521884965,0,0,1,0
trevor booker,trevor-booker,2010,0.225442044,0.001308965,0.158824102,0.735352995,0.467073818,1,0,0,0
terrico white,terrico-white,2010,0.225316139,0.034847187,0.151921132,0.620986853,0.545108821,0,0,0,1
sylven landesberg,sylven-landesberg,2010,0.224866179,0.03370007,0.149247313,0.65995937,0.520627268,0,0,0,1
willie warren,willie-warren,2010,0.220963138,0.024985713,0.13338829,0.685695439,0.520446149,0,1,0,0
jeremy lin,jeremy-lin,2010,0.215631565,0,0.159045298,0.638501318,0.53534556,0,1,0,0
damion james,damion-james,2010,0.211269044,0.009712363,0.164383619,0.642658255,0.524533005,0,0,1,0
aubrey coleman,aubrey-coleman,2010,0.209007421,0.021341603,0.03249749,0.933626355,0.445884598,0,0,0,1
da`sean butler,da-sean-butler,2010,0.201317175,0.006336263,0.134977998,0.705880369,0.50979365,0,0,1,0
sherron collins,sherron-collins,2010,0.199664712,0.003851013,0.08191308,0.779464057,0.510701862,0,1,0,0
greivis vasquez,greivis-vasquez,2010,0.19209982,0.007705141,0.101721375,0.675561761,0.563329812,0,0,0,1
courtney fortson,courtney-fortson,2010,0.191685135,0,0.071787149,0.729678279,0.556698478,0,1,0,0
dexter pittman,dexter-pittman,2010,0.189831497,0,0.10339587,0.696367518,0.549162223,0,0,0,0
marqus blakely,marqus-blakely,2010,0.186331741,0.031041327,0.08155059,0.652403712,0.592995881,1,0,0,0
deon thompson,deon-thompson,2010,0.182923883,0.004177792,0.146336452,0.571958681,0.593463012,1,0,0,0
quincy pondexter,quincy-pondexter,2010,0.181921586,0.003962081,0.097573966,0.705588624,0.547295296,0,0,1,0
jarvis varnado,jarvis-varnado,2010,0.180563408,0,0.076875538,0.727379835,0.553329962,1,0,0,0
omar samhan,omar-samhan,2010,0.180118087,0.009741152,0.082323047,0.666133425,0.588410469,0,0,0,0
ryan wittman,ryan-wittman,2010,0.178710999,0,0.021340862,0.858037556,0.515829074,0,0,1,0
jordan crawford,jordan-crawford,2010,0.178104019,0.008915573,0.115679573,0.720130587,0.51797108,0,0,0,1
patrick christopher,patrick-christopher,2010,0.173877903,0.001195424,0.043793217,0.833431527,0.510813271,0,0,0,1
dominique jones,0-dominique-jones,2010,0.170508325,0.016261393,0.054363807,0.759922922,0.548042939,0,0,0,1
andy rautins,andy-rautins,2010,0.170431205,0.005206747,0.069803596,0.670098166,0.599128424,0,0,0,1
samardo samuels,samardo-samuels,2010,0.169598946,0.010495471,0.096943374,0.596583312,0.622804699,1,0,0,0
larry sanders,larry-sanders,2010,0.168995083,0.005548358,0.097748529,0.598748522,0.621846689,1,0,0,0
jeremy evans,jeremy-evans,2010,0.165607525,0,0.070455187,0.686632725,0.58828382,0,0,1,0
stanley robinson,stanley-robinson,2010,0.164005084,0.000799032,0.087408652,0.662318572,0.588558727,0,0,1,0
jerome randle,jerome-randle,2010,0.155534237,0,0.061112031,0.658594043,0.617161569,0,1,0,0
solomon alabi,solomon-alabi,2010,0.155321016,0,0.082354772,0.656318856,0.597949451,0,0,0,0
gavin edwards,gavin-edwards,2010,0.151003643,0.001117421,0.028824355,0.715519668,0.608445357,1,0,0,0
derrick caracter,derrick-caracter,2010,0.146943559,0.010918141,0.061570376,0.579769461,0.669173438,1,0,0,0
darington hobson,2-darington-hobson,2010,0.144028094,0.022896432,0.04987915,0.652701042,0.626045994,0,0,1,0
lazar hayward,lazar-hayward,2010,0.140217112,0.008701372,0.054900457,0.651178233,0.626082567,0,0,1,0
armon johnson,armon-johnson,2010,0.139078669,0.003210395,0.066542583,0.60461447,0.648934218,0,1,0,0
ishmael smith,ishmael-smith,2010,0.138516754,0,0.062290575,0.63497061,0.63262477,0,1,0,0
dwayne collins,dwayne-collins,2010,0.133634518,0.002858661,0.059020657,0.589738013,0.666864924,1,0,0,0
tyren johnson,tyren-johnson,2010,0.13333539,0,0.039238771,0.631180224,0.657876141,0,0,1,0
gani lawal,gani-lawal,2010,0.132584659,0.003138177,0.070355246,0.550394685,0.683359374,1,0,0,0
luke harangody,luke-harangody,2010,0.131727753,0.022913895,0.048003292,0.59501476,0.668458444,1,0,0,0
armon bassett,armon-bassett,2010,0.131475321,0,0.018863104,0.686697687,0.638785518,0,1,0,0
a.j. ogilvy,andrew-ogilvy,2010,0.13122943,0.005117583,0.049902016,0.624539614,0.650699537,0,0,0,0
tyler smith,1-tyler-smith,2010,0.130070452,0.005498039,0.029589485,0.669981243,0.638530764,0,0,1,0
mikhail torrance,mikhail-torrance,2010,0.125080899,0,0.040138175,0.625283182,0.661143217,0,1,0,0
jerome dyson,jerome-dyson,2010,0.122487974,0.001072245,0.054371151,0.560489168,0.692484271,0,0,0,1
scottie reynolds,scottie-reynolds,2010,0.114574697,0,0.042115761,0.580553526,0.690670707,0,1,0,0
craig brackins,craig-brackins,2010,0.111782534,0.009637008,0.048580847,0.553216214,0.700929426,1,0,0,0
matt bouldin,matt-bouldin,2010,0.111780414,0,0.025545251,0.622439423,0.677441088,0,1,0,0
edwin ubiles,edwin-ubiles,2010,0.109706624,0.002011272,0.015491142,0.62503482,0.684915426,0,0,0,1
deshawn sims,deshawn-sims,2010,0.106150241,0,0.009231953,0.610095056,0.702107692,0,0,1,0
magnum rolle,magnum-rolle,2010,0.105138792,0,0.032998617,0.549411193,0.72151028,0,0,0,0
elijah millsap,elijah-millsap,2010,0.104312888,0,0.034599525,0.521776609,0.73938131,0,0,0,1
ben uzoh,ben-uzoh,2010,0.100661664,0.00050885,0.030030656,0.551388535,0.722887901,0,1,0,0
mac koshwal,mac-koshwal,2010,0.09429817,0.002010123,0.022061901,0.502005619,0.7650228,0,0,0,0
marquis gilstrap,marquis-gilstrap,2010,0.078210309,0,0.001305912,0.513299443,0.777964014,0,0,1,0
artsiom parakhouski,artsiom-parakhouski,2010,0.07118023,0.002464984,0.030197125,0.392995939,0.833610567,0,0,0,0
jerome jordan,jerome-jordan,2010,0.052850759,0,0.023838549,0.361546529,0.862638076,0,0,0,0
michael washington,michael-washington,2010,0.048317499,0.004443961,0.004789047,0.382878422,0.865079696,1,0,0,0
tyreke evans,tyreke-evans,2009,0.852123786,0.957376054,0.699981347,0.060337867,0.150051151,0,1,0,0
blake griffin,blake-griffin,2009,0.76544689,0.75925952,0.563583141,0.203777628,0.237006564,1,0,0,0
james harden,13-james-harden,2009,0.714458502,0.729588269,0.614951287,0.152434118,0.230916713,0,0,0,1
jrue holiday,jrue-holiday,2009,0.678405005,0.56083673,0.690125696,0.149651818,0.205406624,0,1,0,0
dejuan blair,dejuan-blair,2009,0.634510335,0.079071379,0.622511254,0.603259164,0.084414664,1,0,0,0
stephen curry,stephen-curry,2009,0.530642229,0.453385997,0.450448728,0.238670611,0.407017936,0,1,0,0
hasheem thabeet,hasheem-thabeet,2009,0.472811136,0.172497286,0.482955566,0.481985913,0.280884689,0,0,0,0
ty lawson,ty-lawson,2009,0.466356023,0.022554238,0.499064667,0.519661356,0.279636317,0,1,0,0
demar derozan,demar-derozan,2009,0.403921506,0.231454656,0.34032576,0.619730233,0.307594484,0,0,0,1
danny green,danny-green,2009,0.386971902,0.007419443,0.345254889,0.732353796,0.2848555,0,0,1,0
darren collison,darren-collison,2009,0.37642206,0.020378574,0.43156279,0.45200919,0.393956646,0,1,0,0
jordan hill,jordan-hill,2009,0.371450196,0.023137509,0.420704484,0.529157337,0.349570214,1,0,0,0
austin daye,austin-daye,2009,0.350818148,0.03218801,0.317036428,0.667481573,0.35135806,0,0,1,0
jonny flynn,jonny-flynn,2009,0.336373838,0.120819196,0.371126391,0.282727807,0.54476091,0,1,0,0
patrick beverley,patrick-beverley,2009,0.32673066,0.021042854,0.321927169,0.542445637,0.437573025,0,1,0,0
chase budinger,chase-budinger,2009,0.323965551,0.041082712,0.243936817,0.788246775,0.335590962,0,0,0,1
wayne ellington,wayne-ellington,2009,0.287072002,0.001087692,0.260917229,0.68497093,0.402549746,0,0,0,1
sam young,sam-young,2009,0.278023681,0.001602252,0.244219887,0.724956028,0.390640679,0,0,1,0
jeff teague,jeff-teague,2009,0.276606645,0.033691668,0.322111202,0.359416851,0.56268233,0,1,0,0
b.j. mullens,bj-mullens,2009,0.276599748,0.022429158,0.240389197,0.650053474,0.441383898,0,0,0,0
eric maynor,eric-maynor,2009,0.274715839,0.036520106,0.276290652,0.457632642,0.537711159,0,1,0,0
earl clark,earl-clark,2009,0.258571216,0.005912532,0.196891557,0.705041036,0.449840177,0,0,1,0
tyler hansbrough,tyler-hansbrough,2009,0.258108715,0.023834211,0.256537308,0.58359882,0.471925686,1,0,0,0
terrence williams,terrence-williams,2009,0.250481773,0.019060646,0.198582573,0.634484121,0.494218141,0,0,0,1
dajuan summers,dajuan-summers,2009,0.218785683,0.011253185,0.147616809,0.656888004,0.5305287,0,0,1,0
lester hudson,lester-hudson,2009,0.21709765,0.005403979,0.052680955,0.919390374,0.440486016,0,0,0,1
derrick brown,derrick-brown,2009,0.216373782,0,0.101440482,0.857830428,0.437497095,1,0,0,0
antonio anderson,antonio-anderson,2009,0.21627885,0.00082226,0.102657338,0.79591809,0.47963201,0,0,0,1
gerald henderson,gerald-henderson,2009,0.215587937,0.0102977,0.102674297,0.837855851,0.447521025,0,0,0,1
josh carter,josh-carter,2009,0.203399685,0.002547395,0.067036862,0.829940786,0.490125831,0,0,0,1
k.c. rivers,kc-rivers,2009,0.202594273,0,0.097373992,0.761013387,0.509587093,0,0,0,1
josh shipp,josh-shipp,2009,0.2015075,0,0.072108657,0.866929761,0.459834065,0,0,0,1
a.j. price,aj-price,2009,0.194531857,0.001795148,0.120577402,0.683378748,0.540974229,0,1,0,0
patrick mills,patrick-mills,2009,0.184324126,0.014410139,0.164330251,0.468238977,0.645994644,0,1,0,0
jerel mcneal,jerel-mcneal,2009,0.180895103,0.008545404,0.0964343,0.665144992,0.575607528,0,0,0,1
a.j. abrams,aj-abrams,2009,0.180569453,0.000895576,0.057827884,0.749273367,0.556345831,0,0,0,1
jon brockman,jon-brockman,2009,0.180422512,0.00452264,0.088953977,0.6935571,0.564050883,1,0,0,0
nick calathes,nick-calathes,2009,0.178742249,0.033433105,0.163398561,0.395917891,0.692575345,0,1,0,0
brandon costner,brandon-costner,2009,0.177663525,0,0.045075557,0.799592785,0.533687898,1,0,0,0
robert dozier,robert-dozier,2009,0.174721933,0,0.104605858,0.660043693,0.573528694,0,0,1,0
dar tucker,dar-tucker,2009,0.174017518,0.023088003,0.094764055,0.637743345,0.592539509,0,0,1,0
demarre carroll,demarre-carroll,2009,0.173922723,0.002478826,0.140794904,0.521010744,0.635196608,1,0,0,0
tyrese rice,tyrese-rice,2009,0.167014802,0.005802459,0.075907161,0.659006464,0.600787859,0,1,0,0
chinemelu elonu,chinemelu-elonu,2009,0.166947212,0.000583914,0.041167723,0.740574653,0.578873038,1,0,0,0
james johnson,23-james-johnson,2009,0.165721478,0,0.125977765,0.53655507,0.639457495,1,0,0,0
goran suton,goran-suton,2009,0.16144596,0.002438239,0.095841996,0.620397085,0.60933715,0,0,0,0
jodie meeks,jodie-meeks,2009,0.161291794,0.00258674,0.047233323,0.765195596,0.555062539,0,0,0,1
ronald steele,ronald-steele,2009,0.160191318,0,0.041146447,0.699681608,0.607819864,0,1,0,0
toney douglas,toney-douglas,2009,0.158577305,0.002069905,0.136598917,0.516751538,0.642415681,0,0,0,1
daniel hackett,daniel-hackett,2009,0.156936587,0.001837845,0.078504186,0.641698341,0.611503859,0,1,0,0
dionte christmas,dionte-christmas,2009,0.153017479,0.001225659,0.026615789,0.778044704,0.566596404,0,0,0,1
lee cummard,lee-cummard,2009,0.150433486,0.000454998,0.055113028,0.667797558,0.616440442,0,0,0,1
dante cunningham,dante-cunningham,2009,0.149954873,0.00263557,0.050703528,0.697354952,0.599371671,1,0,0,0
tony gaffney,tony-gaffney,2009,0.149395617,0.000613994,0.04270225,0.668467906,0.628084771,1,0,0,0
wesley matthews,23-wesley-matthews,2009,0.148502675,0.004012608,0.090396083,0.61079291,0.620997956,0,0,1,0
jeremy pargo,jeremy-pargo,2009,0.142509043,0.005036672,0.048117903,0.634181886,0.645686822,0,1,0,0
taj gibson,taj-gibson,2009,0.142408792,0,0.089959335,0.588745023,0.638033618,1,0,0,0
alade aminu,alade-aminu,2009,0.141530894,0,0.039255888,0.669621284,0.630818047,1,0,0,0
marcus thornton,marcus-thornton,2009,0.139776604,0.005219897,0.069593278,0.625126044,0.630966476,0,0,0,1
robert vaden,robert-vaden,2009,0.134279488,0,0.024605722,0.696337417,0.626378123,0,0,0,1
ben woodside,ben-woodside,2009,0.130251912,0.001317851,0.010065947,0.694503714,0.641552722,0,1,0,0
anthony goods,anthony-goods,2009,0.129723029,0,0.020147887,0.689206467,0.635761952,0,0,0,1
ahmad nivins,ahmad-nivins,2009,0.12936011,0.007886899,0.063026244,0.589724598,0.661573727,1,0,0,0
curtis jerrells,curtis-jerrells,2009,0.126246761,0.000930273,0.033846966,0.631825128,0.662450508,0,1,0,0
john bryant,john-bryant,2009,0.125239363,0.004747452,0.025482062,0.608554932,0.685970717,0,0,0,0
paul delaney iii,paul-delaney,2009,0.122858102,0.002981165,0.040562743,0.601780969,0.676443952,0,1,0,0
paul harris,paul-harris,2009,0.120545667,0.002026812,0.039056587,0.603110431,0.677245592,0,0,0,1
leo lyons,leo-lyons,2009,0.118986204,0.007062298,0.041428151,0.548803901,0.711745783,1,0,0,0
bryan mullins,bryan-mullins,2009,0.11720073,0.008545047,0.049301391,0.537862941,0.711322569,0,1,0,0
courtney fells,courtney-fells,2009,0.115807968,0,0.017467046,0.654955775,0.662482125,0,0,0,1
jermaine taylor,jermaine-taylor,2009,0.114132898,0.001504521,0.025154482,0.642504316,0.663297551,0,0,0,1
jeff adrien,jeff-adrien,2009,0.114102939,0,0.036349721,0.5867245,0.691979024,1,0,0,0
jeff pendergraph,jeff-pendergraph,2009,0.10770454,0.002879955,0.059241489,0.485961034,0.739644548,1,0,0,0
kevin rogers,kevin-rogers,2009,0.103173239,0,0.013373137,0.597975006,0.706576199,1,0,0,0
dominic james,dominic-james,2009,0.102077979,0.003758019,0.042700925,0.498101478,0.747069685,0,1,0,0
chris johnson,21-chris-johnson,2009,0.098906133,0,0.019748149,0.555744975,0.730036947,0,0,0,0
josh heytvelt,josh-heytvelt,2009,0.09427315,0,0.050571525,0.490027796,0.746066398,1,0,0,0
jack mcclinton,jack-mcclinton,2009,0.091467999,0,0.031461696,0.518177446,0.744987428,0,0,0,1
taylor griffin,taylor-griffin,2009,0.091327406,0,0.023810386,0.518890185,0.751982432,0,0,1,0
luke nevill,luke-nevill,2009,0.085917908,0.009530397,0.023901637,0.48214762,0.775131214,0,0,0,0
michael beasley,michael-beasley,2008,0.731386508,0.804914807,0.640203665,0.069574355,0.24384748,1,0,0,0
russell westbrook,russell-westbrook,2008,0.709733153,0.784956243,0.5860789,0.199916321,0.210649725,0,1,0,0
kevin love,kevin-love,2008,0.689463714,0.685641724,0.598697897,0.227825872,0.205834282,1,0,0,0
eric gordon,23-eric-gordon,2008,0.651774147,1,0.379471947,0.244992856,0.32250962,0,0,0,1
derrick rose,derrick-rose,2008,0.593870322,0.642985626,0.465141993,0.179932042,0.382051051,0,1,0,0
brook lopez,brook-lopez,2008,0.566908408,0.44339447,0.47134176,0.386847481,0.285047636,0,0,0,0
deandre jordan,deandre-jordan,2008,0.537384887,0.12045228,0.554030466,0.622934173,0.126343054,0,0,0,0
roy hibbert,roy-hibbert,2008,0.495551661,0.053653682,0.585122447,0.497027202,0.202731616,0,0,0,0
ryan anderson,ryan-anderson,2008,0.444518481,0.059615973,0.408213708,0.682084008,0.244248316,1,0,0,0
jerryd bayless,jerryd-bayless,2008,0.429771632,0.25536953,0.421606114,0.38236276,0.388390724,0,1,0,0
j.j. hickson,jj-hickson,2008,0.424311399,0.058679293,0.356646771,0.724285007,0.265341178,1,0,0,0
o.j. mayo,oj-mayo,2008,0.409462444,0.398460613,0.341784873,0.290594084,0.491988245,0,0,0,1
darrell arthur,darrell-arthur,2008,0.401269128,0.043033802,0.306977599,0.863250993,0.220531066,1,0,0,0
kosta koufos,kosta-koufos,2008,0.384446112,0.023801938,0.313907663,0.812395841,0.254778821,0,0,0,0
robin lopez,robin-lopez,2008,0.375273445,0.05528574,0.329164985,0.748977801,0.275825132,0,0,0,0
anthony randolph,anthony-randolph,2008,0.363767043,0.08146869,0.388669823,0.467067529,0.408668799,1,0,0,0
brandon rush,brandon-rush,2008,0.3488685,0.015806373,0.264903158,0.818165755,0.30092047,0,0,0,1
marreese speights,marreese-speights,2008,0.337634619,0.076970174,0.22920522,0.783284977,0.34369274,0,0,0,0
mario chalmers,mario-chalmers,2008,0.319878538,0.063044679,0.300577489,0.54573625,0.444680311,0,1,0,0
george hill,george-hill,2008,0.295656504,0.008404173,0.23955847,0.74819456,0.376998995,0,1,0,0
bill walker,bill-walker,2008,0.262673984,0.039993581,0.194471744,0.662371367,0.472899426,0,0,1,0
courtney lee,courtney-lee,2008,0.253295196,0.029036606,0.163995496,0.697428555,0.481096385,0,0,0,1
javale mcgee,javale-mcgee,2008,0.253104191,0.017855039,0.192716987,0.698930521,0.454960155,0,0,0,0
luc richard mbah a moute,luc-richard-mbah-a-moute,2008,0.246680361,0.005348154,0.167468692,0.761344257,0.439215274,0,0,1,0
bo mccalebb,bo-mccalebb,2008,0.243385102,0.020594362,0.054465136,0.981396135,0.390962681,0,1,0,0
donte greene,donte-greene,2008,0.237911491,0.013255829,0.221896273,0.589640721,0.504510259,0,0,1,0
d.j. augustin,dj-augustin,2008,0.229736393,0.034301513,0.267777788,0.298619692,0.658516342,0,1,0,0
joey dorsey,joey-dorsey,2008,0.228820253,0.00463023,0.109681887,0.787168702,0.47786226,1,0,0,0
malik hairston,malik-hairston,2008,0.215743334,0.020198448,0.085841171,0.863803637,0.443050657,0,0,0,1
mike taylor,mike-taylor,2008,0.214038942,0,0.116689821,0.679254505,0.548175595,0,1,0,0
joe alexander,joe-alexander,2008,0.213867199,0.012747034,0.111606995,0.78629424,0.47436982,0,0,1,0
jamont gordon,jamont-gordon,2008,0.203350896,0.018708012,0.087293899,0.730326128,0.535929877,0,0,0,1
marcus dove,marcus-dove,2008,0.19999309,0.000442359,0.089822922,0.717140609,0.547726484,0,0,1,0
darnell jackson,darnell-jackson,2008,0.198480188,0,0.108921099,0.756540402,0.501420319,1,0,0,0
josh duncan,josh-duncan,2008,0.194621177,0,0.067030175,0.821093905,0.497052896,0,0,1,0
chris lofton,chris-lofton,2008,0.188837635,0.005070028,0.064911163,0.793109045,0.517427331,0,0,0,1
joe crawford,joe-crawford,2008,0.187108202,0,0.033708733,0.913051339,0.46501225,0,0,0,1
chris douglas-roberts,chris-douglas-roberts,2008,0.187025842,0.014339867,0.105592319,0.724537814,0.523269264,0,0,0,1
jawann mcclellan,jawann-mcclellan,2008,0.185076241,0,0.032532033,0.887131558,0.484398366,0,0,0,1
kyle weaver,kyle-weaver,2008,0.181440686,0.008505608,0.099510944,0.631426876,0.596323048,0,1,0,0
mickell gladness,mickell-gladness,2008,0.177516826,0,0.057529077,0.732694573,0.568546029,1,0,0,0
reggie williams,reggie-williams,2008,0.176810007,0.002632234,0.063307201,0.788177048,0.52313541,0,0,0,1
othello hunter,othello-hunter,2008,0.170121939,0.002044331,0.054789666,0.792837764,0.528362799,1,0,0,0
longar longar,longar-longar,2008,0.167711163,0,0.051932778,0.734384193,0.572840447,0,0,0,0
patrick ewing jr.,patrick-ewing-jr,2008,0.161665515,0,0.046783749,0.709619631,0.59530582,0,0,1,0
walter sharpe,walter-sharpe,2008,0.160766521,0.002968344,0.047325415,0.706697943,0.596017985,1,0,0,0
richard hendrix,richard-hendrix,2008,0.160273059,0.003019867,0.067268301,0.668064219,0.603641677,1,0,0,0
sasha kaun,sasha-kaun,2008,0.153432602,0.003029154,0.089743604,0.622255306,0.613843167,0,0,0,0
demarcus nelson,demarcus-nelson,2008,0.152621815,0,0.071488342,0.674265608,0.595971221,0,0,0,1
jamar butler,jamar-butler,2008,0.151782313,0,0.043892128,0.685554517,0.615067468,0,1,0,0
bryce taylor,bryce-taylor,2008,0.1513838,0.002361054,0.035479457,0.81168179,0.533939503,0,0,0,1
shawn james,shawn-james,2008,0.147314311,0,0.034122942,0.698859585,0.615279401,1,0,0,0
drew neitzel,drew-neitzel,2008,0.141724537,0,0.04189393,0.656028875,0.637794988,0,1,0,0
shan foster,shan-foster,2008,0.139219155,0,0.039469529,0.689344933,0.61673415,0,0,0,1
david padgett,david-padgett,2008,0.138246388,0,0.057474311,0.636970151,0.635936935,0,0,0,0
j.r. giddens,jr-giddens,2008,0.136324256,0,0.034015359,0.700313152,0.614362297,0,0,0,1
james mays,james-mays,2008,0.136303876,0.004144706,0.04432798,0.577401172,0.689586456,1,0,0,0
aleks maric,aleks-maric,2008,0.130470266,0.001105029,0.03254388,0.609616594,0.67930195,0,0,0,0
marcelus kemp,marcelus-kemp,2008,0.127130534,0.003381673,0.013375794,0.710036228,0.626818728,0,0,0,1
c.j. giles,cj-giles,2008,0.122449402,0,0.039933265,0.564982817,0.703762209,0,0,0,0
d.j. white,dj-white,2008,0.122285419,0.001706473,0.066919484,0.555937449,0.683218351,1,0,0,0
kentrell gransberry,kentrell-gransberry,2008,0.12110339,0.001809507,0.049893263,0.527147765,0.720123685,1,0,0,0
davon jefferson,davon-jefferson,2008,0.119329361,0,0.064674199,0.509270846,0.718712784,0,0,1,0
pat calathes,pat-calathes,2008,0.119241939,0,0.045790308,0.561424192,0.700527078,0,0,1,0
joseph jones,joseph-jones,2008,0.116130595,0.003795803,0.026820853,0.598087888,0.692282523,1,0,0,0
sonny weems,sonny-weems,2008,0.115558417,0.001929345,0.050839686,0.55925248,0.696579599,0,0,0,1
tyrone brazelton,tyrone-brazelton,2008,0.113947515,0,0.047305098,0.525264692,0.724479323,0,1,0,0
trent plaisted,trent-plaisted,2008,0.10380166,0.005495182,0.045392318,0.496150365,0.745329864,0,0,0,0
james gist,james-gist,2008,0.101127588,0.001009079,0.022889405,0.569729635,0.716845633,1,0,0,0
devon hardin,devon-hardin,2008,0.098295742,0.000465439,0.041883706,0.466213161,0.771203251,0,0,0,0
will daniels,will-daniels,2008,0.087060271,0.001750203,0.014924356,0.535182392,0.748748786,0,0,1,0
richard roby,richard-roby,2008,0.076829359,0,0.012135062,0.51098304,0.768983614,0,0,0,1
sean singletary,sean-singletary,2008,0.068139428,0,0.026442211,0.410670229,0.825531118,0,1,0,0
gary forbes,gary-forbes,2008,0.046881466,0,0.002402404,0.407133896,0.851571771,0,0,1,0
mike conley jr.,mike-conley-jr,2007,0.776515385,0.919472419,0.614775307,0.106959682,0.211109473,0,1,0,0
greg oden,greg-oden,2007,0.724344955,0.693187874,0.580635598,0.188431597,0.249177427,0,0,0,0
al horford,al-horford,2007,0.691164689,0.488922258,0.669337459,0.252278206,0.173263463,1,0,0,0
