player,id,draft year,projected spm,superstar,starter,role player,bust,position_pf,position_pg,position_sf,position_sg
mike sweetney,mike-sweetney,2003,0.498029594,0.098693288,0.466678503,0.623388662,0.217561646,1,0,0,0
josh howard,josh-howard,2003,0.412896009,0.031580604,0.385608238,0.6030991,0.329630783,0,0,1,0
t.j. ford,tj-ford,2003,0.412139132,0.115189548,0.502550493,0.171464116,0.495807099,0,1,0,0
david west,david-west,2003,0.365473903,0.03292226,0.433204255,0.374748712,0.443264196,1,0,0,0
kyle korver,kyle-korver,2003,0.343497773,0.004967615,0.316568273,0.694774362,0.340067485,0,0,0,1
nick collison,nick-collison,2003,0.33911901,0.002211421,0.367226389,0.672904739,0.30657364,1,0,0,0
luke ridnour,luke-ridnour,2003,0.332849998,0.021671713,0.371253188,0.412994286,0.480136121,0,1,0,0
steve blake,steve-blake,2003,0.315986145,0.001214921,0.176647359,0.862937885,0.359887739,0,1,0,0
luke walton,luke-walton,2003,0.293189882,0.002797715,0.182237752,0.821760105,0.382943826,0,0,1,0
matt bonner,matt-bonner,2003,0.255267896,0,0.227678944,0.664483203,0.449824746,0,0,1,0
brian cook,brian-cook,2003,0.252735509,0.010975191,0.184871648,0.749451319,0.428990747,1,0,0,0
jarvis hayes,jarvis-hayes,2003,0.231764733,0.01003695,0.157012626,0.781088403,0.434287359,0,0,0,1
jason kapono,jason-kapono,2003,0.227476925,0.002681086,0.120678425,0.841396601,0.429475285,0,0,1,0
drew nicholas,drew-nicholas,2003,0.222416987,0,0.085396187,0.834732945,0.46946441,0,0,0,1
marquis daniels,marquis-daniels,2003,0.219703055,0.018315384,0.149133998,0.59495764,0.57067426,0,0,1,0
jason keep,jason-keep,2003,0.202585256,0,0.077596159,0.799935409,0.501584786,0,0,0,0
keith bogans,keith-bogans,2003,0.202538658,0.000887433,0.143423039,0.69966615,0.507382265,0,0,0,1
brandin knight,brandin-knight,2003,0.194000174,0.031481829,0.15097467,0.503931295,0.629299782,0,1,0,0
jason gardner,jason-gardner,2003,0.191043288,0.00317971,0.092427792,0.695464734,0.559673029,0,1,0,0
justin hamilton,justin-hamilton,2003,0.19089295,0.00464339,0.085625709,0.730716248,0.541139145,0,1,0,0
josh powell,33-josh-powell,2003,0.190649901,0.011830345,0.115926273,0.646189001,0.568945777,0,0,1,0
danny miller,danny-miller,2003,0.18291702,0.000785476,0.06080236,0.780513053,0.53148619,0,0,0,1
marquis estill,marquis-estill,2003,0.182512342,0,0.064613572,0.799042548,0.514932572,1,0,0,0
marcus banks,marcus-banks,2003,0.177930047,0.024889778,0.112812653,0.568227127,0.623264369,0,1,0,0
troy bell,troy-bell,2003,0.175681849,0.003694236,0.098723797,0.660353111,0.57806293,0,1,0,0
chris davis,5-chris-davis,2003,0.175678874,0,0.06169862,0.754721256,0.548966266,0,0,0,1
maurice williams,maurice-williams,2003,0.174428144,0.007908324,0.235149964,0.259119596,0.72549323,0,1,0,0
carl english,carl-english,2003,0.172560535,0.002001133,0.01999527,0.873218145,0.505920969,0,0,0,1
tahj holden,tahj-holden,2003,0.169601509,0.006193103,0.073843319,0.718706845,0.560706823,1,0,0,0
matt carroll,13-matt-carroll,2003,0.166664854,0.001087747,0.050723592,0.765568449,0.551790915,0,0,0,1
curtis millage,curtis-millage,2003,0.161566632,0.001283253,0.048264636,0.741502179,0.571075963,0,0,0,1
dahntay jones,dahntay-jones,2003,0.160981738,0.008863518,0.10460827,0.65304212,0.576025762,0,0,0,1
ezra williams,ezra-williams,2003,0.158271347,0.002707941,0.047685555,0.786630297,0.539508073,0,0,0,1
mario austin,mario-austin,2003,0.157906937,0.019653902,0.102415338,0.505464181,0.679034666,1,0,0,0
donatas zavackas,donatas-zavackas,2003,0.156126012,0,0.064330914,0.667181211,0.607967229,1,0,0,0
rick anderson,rick-anderson,2003,0.155951431,0,0.064647386,0.669674247,0.605903444,0,0,1,0
marvin stone,marvin-stone,2003,0.151126231,0.001680618,0.045582202,0.686306982,0.612422334,1,0,0,0
ontario lett,ontario-lett,2003,0.149768608,0,0.071280991,0.585690551,0.658482409,1,0,0,0
kirk penney,kirk-penney,2003,0.146837978,0,0.052615919,0.707877573,0.590817194,0,0,0,1
tom coverdale,tom-coverdale,2003,0.145743389,0,0.046296369,0.633715829,0.649177783,0,1,0,0
torris bright,torris-bright,2003,0.144485301,0,0.051036324,0.623007944,0.652066259,0,0,1,0
robert jackson,robert-jackson,2003,0.139458241,0.00624395,0.044526921,0.645195333,0.641127275,1,0,0,0
rick rickert,rick-rickert,2003,0.138629111,0.006705718,0.108469238,0.507458473,0.675244202,1,0,0,0
derrick zimmerman,derrick-zimmerman,2003,0.138090443,0.004686439,0.071092352,0.551727936,0.681275583,0,1,0,0
reece gaines,reece-gaines,2003,0.131208618,0.003303372,0.066392447,0.585672045,0.662380898,0,0,1,0
dalron johnson,dalron-johnson,2003,0.130691551,0,0.031454561,0.653412583,0.649863398,1,0,0,0
marcus hatten,marcus-hatten,2003,0.130654724,0.035160729,0.050830596,0.532110164,0.70658678,0,0,0,1
quinton ross,quinton-ross,2003,0.129516538,0.002752644,0.04039537,0.64445643,0.646650469,0,0,1,0
tommy smith,tommy-smith,2003,0.129057281,0,0.037518258,0.618021572,0.668818256,1,0,0,0
brent darby,brent-darby,2003,0.124064601,0.001816139,0.032230745,0.65403379,0.648168892,0,0,0,1
uche nsonwu-amadi,uche-nsonwu-amadi,2003,0.123033652,0,0.0187165,0.641518451,0.670710442,1,0,0,0
ryan randle,ryan-randle,2003,0.116682054,0,0.039983196,0.560267083,0.707030569,1,0,0,0
koko archibong,koko-archibong,2003,0.114466499,0,0.009140992,0.662187265,0.665552599,0,0,1,0
brett blizzard,brett-blizzard,2003,0.112184299,0,0.034142651,0.579627509,0.699133776,0,0,0,1
brandon hunter,brandon-hunter,2003,0.108369435,0,0.02858523,0.528452173,0.740577902,1,0,0,0
ruben douglas,ruben-douglas,2003,0.108111344,0.001595729,0.025742321,0.604781945,0.689232416,0,0,0,1
henry domercant,henry-domercant,2003,0.1040111,0.002822349,0.012593519,0.627457947,0.685827848,0,0,0,1
joe shipp,joe-shipp,2003,0.098639414,0,0.024189922,0.574051498,0.712807411,0,0,1,0
willie green,willie-green,2003,0.097081033,0.006845119,0.018880602,0.60777278,0.692414608,0,0,0,1
travis hansen,travis-hansen,2003,0.095224901,0.00290548,0.027412047,0.539096067,0.733444704,0,0,0,1
wesley wilson,wesley-wilson,2003,0.09409865,0,0.002456221,0.56843187,0.738054148,1,0,0,0
ugonna onyekwe,ugonna-onyekwe,2003,0.093706893,0.00117806,0.005713289,0.55394515,0.744731284,0,0,1,0
erwin dudley,erwin-dudley,2003,0.091500325,0,0.022221655,0.510157086,0.75968228,1,0,0,0
kueth duany,kueth-duany,2003,0.088068564,0,0.030249147,0.519019642,0.745582982,0,0,0,1
joel cornette,joel-cornette,2003,0.083051767,0.002428974,0.021164282,0.491162841,0.773414952,1,0,0,0
ron slay,ron-slay,2003,0.078839237,0,0.018340356,0.484434798,0.781579305,1,0,0,0
britton johnsen,britton-johnsen,2003,0.077533099,0.001210058,0.019608677,0.46787918,0.791651524,0,0,1,0
raitis grafs,raitis-grafs,2003,0.061483012,0,0.017394731,0.398194098,0.843171717,1,0,0,0
earl barron,earl-barron,2003,0.057897582,0,0.023116405,0.365614176,0.860484212,0,0,0,0
ronald dupree,ronald-dupree,2003,0.057884142,0.000430819,0.017653016,0.398414613,0.842645645,0,0,1,0
theron smith,theron-smith,2003,0.050754456,0.001557335,0.007992364,0.40141898,0.849688934,1,0,0,0
will mcdonald,will-mcdonald,2003,0.024210522,0.002914135,0.003793467,0.275032579,0.942337858,0,0,0,0
stephane pelle,stephane-pelle,2003,0.022010017,0,0.010960123,0.258600896,0.947672727,1,0,0,0
frederick jones,frederick-jones,2002,0.638121989,0.402995073,0.671403275,0.242045152,0.201954965,0,0,0,1
jason williams,22-jason-williams,2002,0.628937012,0.446154048,0.550472997,0.297785761,0.269413849,0,1,0,0
dan dickau,dan-dickau,2002,0.531872968,0.209073042,0.493116728,0.442403854,0.288762975,0,1,0,0
juan dixon,juan-dixon,2002,0.484025517,0.144391294,0.357218068,0.818854843,0.174798232,0,1,0,0
carlos boozer,carlos-boozer,2002,0.475940107,0.052325275,0.388495083,0.759779324,0.210908323,1,0,0,0
drew gooden,drew-gooden,2002,0.447983376,0.0643824,0.398958937,0.797861045,0.170567942,1,0,0,0
dan gadzuric,dan-gadzuric,2002,0.436069342,0.016702301,0.600770459,0.386362373,0.275360594,0,0,0,0
mike dunleavy jr.,mike-dunleavy-jr,2002,0.425122294,0.014898795,0.407390561,0.728455252,0.224673446,0,0,1,0
caron butler,caron-butler,2002,0.418705671,0.177196837,0.420895168,0.342209527,0.438727783,0,0,1,0
casey jacobsen,casey-jacobsen,2002,0.408211725,0.078022373,0.389402913,0.627106986,0.296314168,0,0,0,1
jared jeffries,jared-jeffries,2002,0.397943384,0.171731022,0.375429584,0.404400477,0.44102049,0,0,1,0
jason jennings,jason-jennings,2002,0.397394506,0.147243427,0.417688729,0.33471235,0.455341003,0,0,0,0
chris wilcox,chris-wilcox,2002,0.389819716,0.029056734,0.284977205,0.94147754,0.190882915,1,0,0,0
jamal sampson,jamal-sampson,2002,0.388285705,0.049955847,0.38772802,0.647048032,0.291609048,0,0,0,0
curtis borchardt,curtis-borchardt,2002,0.343159939,0.100552504,0.29559841,0.678244534,0.34608039,0,0,0,0
tito maddox,tito-maddox,2002,0.326407794,0.005032183,0.275549296,0.660108355,0.404623966,0,1,0,0
dajuan wagner,dajuan-wagner,2002,0.318643568,0.125224444,0.28208345,0.562110052,0.434264009,0,1,0,0
robert archibald,robert-archibald,2002,0.303417673,0.00556458,0.26485859,0.751657906,0.350552047,0,0,0,0
tayshaun prince,tayshaun-prince,2002,0.293939864,0,0.229988192,0.731598195,0.400350285,0,0,1,0
kevin lyde,kevin-lyde,2002,0.273213565,0.010070097,0.260948386,0.654033488,0.421823774,0,0,0,0
john salmons,john-salmons,2002,0.243724165,0.001272681,0.15178249,0.729137885,0.478354789,0,0,0,1
steve logan,steve-logan,2002,0.23845143,0.016989246,0.200963739,0.602227956,0.51514267,0,1,0,0
william (smush) parker,william-smush-parker,2002,0.230539289,0.019368583,0.204700155,0.487390634,0.59161292,0,1,0,0
kareem rush,kareem-rush,2002,0.198018179,0.01551824,0.065628431,0.854816486,0.47045702,0,0,0,1
roger mason jr.,roger-mason-jr,2002,0.19523985,0.009063283,0.141421596,0.659459586,0.535388835,0,0,0,1
vincent yarbrough,vincent-yarbrough,2002,0.194495112,0.02875693,0.107843098,0.662548394,0.560724712,0,0,1,0
melvin ely,melvin-ely,2002,0.193830872,0,0.126343371,0.725639353,0.506088143,1,0,0,0
marcus haislip,marcus-haislip,2002,0.189511108,0.001932164,0.118598667,0.69238051,0.53654312,1,0,0,0
chris jefferies,chris-jefferies,2002,0.179269439,0.002880675,0.101845061,0.685649618,0.557432726,0,0,1,0
jobey thomas,jobey-thomas,2002,0.173794928,0.002368555,0.0736732,0.690701558,0.581620511,0,0,0,1
elvin mims,elvin-mims,2002,0.166780651,0.003810415,0.109494573,0.577866421,0.625503633,0,0,0,1
luke recker,luke-recker,2002,0.166415851,0.004868955,0.126244319,0.596315588,0.595825295,0,0,0,1
j.r. bremer,jr-bremer,2002,0.155818658,0.00375504,0.06929241,0.650249452,0.613989128,0,1,0,0
predrag savovic,predrag-savovic,2002,0.149777205,0,0.056767803,0.707101356,0.587295411,0,0,1,0
lynn greer,lynn-greer,2002,0.14889739,0.003137716,0.047737146,0.693572619,0.604801234,0,1,0,0
matt barnes,matt-barnes,2002,0.144486914,0.001696202,0.06313282,0.613870536,0.646178178,0,0,1,0
lubos barton,lubos-barton,2002,0.133178862,0.002936522,0.063709196,0.557128423,0.685189198,0,0,1,0
frank williams,frank-williams,2002,0.131497518,0.01038343,0.080060237,0.515016108,0.696755003,0,1,0,0
tamar slay,tamar-slay,2002,0.1243845,0,0.024246555,0.703102568,0.62197108,0,0,1,0
brian brown,13-brian-brown,2002,0.122083567,0.000783756,0.050472348,0.59743784,0.670391576,0,1,0,0
rasual butler,rasual-butler,2002,0.120477427,0,0.011891286,0.695358982,0.639523384,0,0,1,0
jannero pargo,jannero-pargo,2002,0.119488766,0,0.056013823,0.5486338,0.699507967,0,1,0,0
preston shumpert,preston-shumpert,2002,0.117276657,0.00174218,0.031835693,0.620324178,0.672289177,0,0,0,1
rod grizzard,rod-grizzard,2002,0.109204395,0,0.025805991,0.624198244,0.675948388,0,0,0,1
aaron mcghee,aaron-mcghee,2002,0.106393375,0.001577557,0.048060035,0.512384704,0.732368331,1,0,0,0
sam clancy,sam-clancy,2002,0.104882693,0.006581659,0.057440566,0.449063166,0.766351669,1,0,0,0
fredrik jonzen,fredrik-jonzen,2002,0.10183995,0.001516758,0.034647973,0.526174474,0.735825053,0,0,0,0
marvin o'connor,marvin-o-connor,2002,0.09989832,0.001860397,0.017416706,0.603005498,0.698566648,0,0,0,1
clarence gilbert,clarence-gilbert,2002,0.093139841,0,0.009755406,0.577295311,0.724667785,0,1,0,0
chris christoffersen,chris-christoffersen,2002,0.091056656,0,0.053953774,0.433646351,0.782414107,0,0,0,0
ryan humphrey,ryan-humphrey,2002,0.082714643,0.00717808,0.041660971,0.431114562,0.794274438,1,0,0,0
lonnie jones,lonnie-jones,2002,0.07783607,0,0.024108942,0.455755596,0.796101884,0,0,0,0
altron jackson,altron-jackson,2002,0.075692845,0,0.039804901,0.442291103,0.790195336,0,0,0,1
chris owens,chris-owens,2002,0.0605367,0.000783311,0.020483652,0.3867749,0.847963785,1,0,0,0
randy holcomb,randy-holcomb,2002,0.037772857,0,0,0.355479915,0.890261472,0,0,1,0
shane battier,shane-battier,2001,1,0.366409937,1,0.085708052,0,0,0,1,0
omar cook,omar-cook,2001,0.702691907,0.824882047,0.612280217,0.084425501,0.255293731,0,1,0,0
jason richardson,jason-richardson,2001,0.652946442,0.289912126,0.706085302,0.297648545,0.159810264,0,0,1,0
jamaal tinsley,jamaal-tinsley,2001,0.621936155,0.39107941,0.620907234,0.193783781,0.288639071,0,1,0,0
joseph forte,joseph-forte,2001,0.568807537,0.67669656,0.467194758,0.126440344,0.408442326,0,0,0,1
zach randolph,zach-randolph,2001,0.550302939,0.055000542,0.52077866,0.672385503,0.142048273,1,0,0,0
steve hunter,steve-hunter,2001,0.436906048,0.081161622,0.398419007,0.788975906,0.172754947,0,0,0,0
joe johnson,joe-johnson,2001,0.420742388,0.113598138,0.390759753,0.651731434,0.267926177,0,0,1,0
brendan haywood,brendan-haywood,2001,0.41084059,0.014062571,0.516265788,0.494883983,0.28253717,0,0,0,0
richard jefferson,richard-jefferson,2001,0.388443273,0.05803651,0.30800387,0.752011729,0.293670695,0,0,1,0
alton ford,alton-ford,2001,0.367278193,0.055002597,0.326763738,0.584419985,0.394013277,1,0,0,0
kenny satterfield,kenny-satterfield,2001,0.356077986,0.130249549,0.389403114,0.352885755,0.474920781,0,1,0,0
jason collins,jason-collins,2001,0.341037795,0.032822457,0.311321256,0.715646635,0.3229022,0,0,0,0
jarron collins,jarron-collins,2001,0.325659408,0.006652909,0.336649236,0.671802292,0.336091582,0,0,0,0
loren woods,loren-woods,2001,0.325257961,0.012296954,0.297213869,0.742328749,0.323571958,0,0,0,0
rodney white,rodney-white,2001,0.324693007,0.03542921,0.298378252,0.65542037,0.377235794,1,0,0,0
troy murphy,troy-murphy,2001,0.323944463,0.021605721,0.317516997,0.638793216,0.373964239,1,0,0,0
earl watson,earl-watson,2001,0.32383103,0.006821088,0.388675222,0.47193868,0.425666895,0,1,0,0
charlie bell,14-charlie-bell,2001,0.323231947,0.016087504,0.29632422,0.747578765,0.319713055,0,1,0,0
jamison brewer,jamison-brewer,2001,0.318008419,0.033175795,0.292218839,0.568716374,0.444879054,0,1,0,0
samuel dalembert,samuel-dalembert,2001,0.317313408,0.022096251,0.277086352,0.68789002,0.378904855,0,0,0,0
gerald wallace,gerald-wallace,2001,0.308499569,0.055869841,0.265403481,0.631072952,0.421075716,0,0,1,0
trenton hassell,trenton-hassell,2001,0.307448102,0.04781717,0.148869293,0.971393432,0.298056005,0,0,0,1
andre hutson,andre-hutson,2001,0.303290106,0,0.302242329,0.624128036,0.405158998,1,0,0,0
bobby simmons,bobby-simmons,2001,0.281839596,0.029949712,0.203049999,0.713030305,0.431607757,0,0,0,1
brandon armstrong,brandon-armstrong,2001,0.271551008,0.072331899,0.263143512,0.447927144,0.547618226,0,0,0,1
michael bradley,michael-bradley,2001,0.223546771,0.002186886,0.165260113,0.653715232,0.517955857,1,0,0,0
jeff trepagnier,jeff-trepagnier,2001,0.22328652,0.020478882,0.142495328,0.651504543,0.536808524,0,0,0,1
jeryl sasser,jeryl-sasser,2001,0.222196895,0.008561307,0.080665814,0.967139274,0.378614791,0,1,0,0
terence morris,terence-morris,2001,0.216103654,0.007055033,0.156998519,0.651106244,0.526553109,0,0,1,0
sirvaliant brown,sirvaliant-brown,2001,0.211761297,0.027395146,0.15050276,0.583986946,0.574565536,0,1,0,0
michael wright,michael-wright,2001,0.182809086,0.023862077,0.107915235,0.622233505,0.590353155,1,0,0,0
maurice evans,maurice-evans,2001,0.178896951,0.007752861,0.086003793,0.713465108,0.552052997,0,0,0,1
alvin jones,alvin-jones,2001,0.172215904,0.003816157,0.090010402,0.655869263,0.589720675,0,0,0,0
jerry green,jerry-green,2001,0.167846486,0.026072075,0.062611914,0.679162917,0.594087346,0,0,0,1
kenny gregory,kenny-gregory,2001,0.167386438,0.003332238,0.088018204,0.66945299,0.582249517,0,0,1,0
casey calvary,casey-calvary,2001,0.166360732,0.00577889,0.083197944,0.675011635,0.582392335,1,0,0,0
lee scruggs,lee-scruggs,2001,0.150524293,0.001434546,0.058077855,0.603100308,0.658778703,0,0,1,0
rashad phillips,rashad-phillips,2001,0.131137232,0.007804142,0.041196987,0.594208028,0.679829748,0,1,0,0
brian scalabrine,brian-scalabrine,2001,0.126914802,0,0.020317378,0.698159824,0.629297663,1,0,0,0
kirk haston,kirk-haston,2001,0.125143287,0.011463358,0.054291624,0.537681683,0.705762189,1,0,0,0
kimani ffriend,kimani-ffriend,2001,0.123364324,0.004453627,0.085633015,0.487516837,0.712262304,0,0,0,0
damone brown,damone-brown,2001,0.12286111,0,0.060699163,0.555482032,0.690100117,0,0,1,0
darren kelly,darren-kelly,2001,0.118683326,0,0.054904776,0.562369564,0.690932146,0,0,0,1
michael hicks,11-michael-hicks,2001,0.110818132,0.001855452,0.021954325,0.598905314,0.697006537,0,0,0,1
will solomon,will-solomon,2001,0.110580539,0,0.0319321,0.568736309,0.708960968,0,1,0,0
monty mack,monty-mack,2001,0.096974935,0.000768408,0.018125318,0.591344399,0.706374235,0,0,0,1
dean oliver,dean-oliver,2001,0.094080454,0.000795988,0.037866069,0.499764156,0.751447698,0,1,0,0
sean lampley,sean-lampley,2001,0.088043399,0.004381129,0.021709322,0.497605391,0.767814664,0,0,1,0
terry black,terry-black,2001,0.082783453,0.003735049,0.027896237,0.460442731,0.788071888,0,0,1,0
cookie belcher,cookie-belcher,2001,0.06665063,0.018722178,0.05232955,0.324046185,0.855979572,0,1,0,0
eric chenowith,eric-chenowith,2001,0.064290621,0.003011806,0.03985124,0.342223361,0.859718198,0,0,0,0
terrell lyday,terrell-lyday,2001,0.057302747,0.006331933,0.021555106,0.395312048,0.83939,0,0,0,1
brandon wolfram,brandon-wolfram,2001,0.055239816,0.001490442,0.011162877,0.417814108,0.835067791,0,0,1,0
ruben boumtje boumtje,ruben-boumtje-boumtje,2001,0.055063761,0,0.025163581,0.343753265,0.873856526,0,0,0,0
greg stevenson,greg-stevenson,2001,0.044918211,0,0.023689089,0.347904314,0.87238111,0,0,0,1
calvin bowman,calvin-bowman,2001,0,0,0.001240026,0.197752137,1,0,0,0,0
